name,datetime,min,max,mean,count,sum,std,median,majority,minority,unique,histogram,valid_percent,masked_pixels,valid_pixels,percentile_2,percentile_98,date
World,2022-12,-0.0560546997598733,0.05544506255821962,-2.5401666074048127e-05,668854.25,-16.990012310707904,0.0006501258034694019,-4.534072755055303e-06,-0.0560546997598733,-0.0560546997598733,669187.0,"[[13.0, 0.0, 0.0, 0.0, 1009.0, 668080.0, 0.0, 0.0, 0.0, 85.0], [-0.0560546997598733, -0.04490472352806401, -0.03375474729625472, -0.02260477106444543, -0.011454794832636138, -0.000304818600826845, 0.010845157630982441, 0.02199513386279174, 0.03314511009460103, 0.04429508632641031, 0.05544506255821962]]",64.32,371215.0,669187.0,-0.0002219313669759019,5.800352100462618e-05,2022-12-01
World,2022-11,-0.031021814920656237,0.030727331685425893,-2.2474484750180225e-05,668854.25,-15.03215464171823,0.0003636393921344462,-3.475670031421529e-06,-0.031021814920656237,-0.031021814920656237,669187.0,"[[13.0, 0.0, 0.0, 0.0, 38401.0, 630688.0, 0.0, 0.0, 0.0, 85.0], [-0.031021814920656237, -0.024846900260048023, -0.018671985599439812, -0.012497070938831598, -0.006322156278223384, -0.00014724161761517016, 0.0060276730429930404, 0.012202587703601258, 0.01837750236420947, 0.02455241702481768, 0.030727331685425893]]",64.32,371215.0,669187.0,-0.00018327145482504957,6.896488622708342e-05,2022-11-01
World,2022-10,-0.014846863275571418,0.014705530842909844,-1.2229204629240276e-05,668854.25,-8.179555490387033,0.00018244855031477719,-2.0231382193772854e-06,-0.014846863275571418,-0.014846863275571418,669187.0,"[[13.0, 0.0, 0.0, 0.0, 118808.0, 550281.0, 0.0, 0.0, 0.0, 85.0], [-0.014846863275571418, -0.011891623863723291, -0.008936384451875166, -0.005981145040027041, -0.003025905628178914, -7.06662163307871e-05, 0.0028845731955173363, 0.005839812607365463, 0.00879505201921359, 0.011750291431061717, 0.014705530842909844]]",64.32,371215.0,669187.0,-0.00016528769341186942,0.00010528971355995787,2022-10-01
World,2022-09,-0.009876097627483878,0.009770533887280025,-1.3616955494741942e-05,668854.25,-9.107758554719,0.00013132547537532513,-3.298064490209189e-06,-0.009876097627483878,-0.009876097627483878,669187.0,"[[13.0, 0.0, 0.0, 0.0, 158278.0, 510811.0, 0.0, 0.0, 0.0, 85.0], [-0.009876097627483878, -0.007911434476007487, -0.005946771324531097, -0.0039821081730547075, -0.002017445021578317, -5.278187010192628e-05, 0.0019118812813744626, 0.0038765444328508532, 0.005841207584327244, 0.007805870735803633, 0.009770533887280025]]",64.32,371215.0,669187.0,-0.00016861677418784888,0.00011368039985742742,2022-09-01
World,2022-08,-0.0049370190848395295,0.004855351704558796,-1.960079945303694e-05,668854.25,-13.110078017561431,8.610355560699625e-05,-7.617683212000673e-06,-0.0049370190848395295,-0.0049370190848395295,669187.0,"[[13.0, 0.0, 0.0, 0.0, 206304.0, 462785.0, 0.0, 0.0, 0.0, 85.0], [-0.0049370190848395295, -0.003957782005899697, -0.0029785449269598644, -0.001999307848020032, -0.0010200707690801994, -4.08336901403664e-05, 0.0009384033887994657, 0.0019176404677392978, 0.0028968775466791307, 0.0038761146256189637, 0.004855351704558796]]",64.32,371215.0,669187.0,-0.00018393609473041968,0.00010305928932196555,2022-08-01
World,2022-07,-0.0010896041560802638,0.0010521962421513307,-2.6987094758277425e-05,668854.25,-18.050433024226578,6.090443536213932e-05,-1.082082175945513e-05,-0.0010896041560802638,-0.0010896041560802638,669187.0,"[[85.0, 0.0, 0.0, 4372.0, 297199.0, 367518.0, 0.0, 0.0, 0.0, 13.0], [-0.0010896041560802638, -0.0008754241162571044, -0.000661244076433945, -0.0004470640366107854, -0.000232883996787626, -1.870395696446656e-05, 0.00019547608285869298, 0.0004096561226818523, 0.0006238361625050118, 0.0008380162023281714, 0.0010521962421513307]]",64.32,371215.0,669187.0,-0.0001889472115774916,7.772732178065855e-05,2022-07-01
World,2022-06,-0.01047750253761314,0.010322193880664287,-2.933037639950099e-05,668854.25,-19.617746908905936,0.00013391759984836675,-1.2641099209040553e-05,-0.01047750253761314,-0.01047750253761314,669187.0,"[[13.0, 0.0, 0.0, 0.0, 125762.0, 543327.0, 0.0, 0.0, 0.0, 85.0], [-0.01047750253761314, -0.008397532895785396, -0.006317563253957654, -0.004237593612129912, -0.0021576239703021693, -7.76543284744264e-05, 0.002002315313353315, 0.004082284955181058, 0.006162254597008801, 0.008242224238836542, 0.010322193880664287]]",64.32,371215.0,669187.0,-0.00018751870764459273,6.683129939390439e-05,2022-06-01
World,2022-05,-0.017577244094711664,0.017327919781774403,-3.1648819052575836e-05,668854.25,-21.16844713079632,0.00021373770648010215,-1.440535634133136e-05,-0.017577244094711664,-0.017577244094711664,669187.0,"[[13.0, 0.0, 0.0, 0.0, 66944.0, 602145.0, 0.0, 0.0, 0.0, 85.0], [-0.017577244094711664, -0.014086727707063058, -0.010596211319414451, -0.007105694931765844, -0.0036151785441172375, -0.0001246621564686308, 0.003365854231179976, 0.006856370618828583, 0.01034688700647719, 0.013837403394125796, 0.017327919781774403]]",64.32,371215.0,669187.0,-0.0002258484111329261,8.284446997323511e-05,2022-05-01
World,2022-04,-0.011340261507493496,0.011110628941085447,-2.7208010578566016e-05,668854.25,-18.198193509518838,0.00015156448679473725,-4.871989605996965e-06,-0.011340261507493496,-0.011340261507493496,669187.0,"[[13.0, 0.0, 0.0, 0.0, 87539.0, 581550.0, 0.0, 0.0, 0.0, 85.0], [-0.011340261507493496, -0.009095172462635602, -0.006850083417777707, -0.0046049943729198125, -0.0023599053280619186, -0.00011481628320402469, 0.002130272761653871, 0.004375361806511765, 0.006620450851369659, 0.008865539896227553, 0.011110628941085447]]",64.32,371215.0,669187.0,-0.00025490433870743344,9.175169699368908e-05,2022-04-01
World,2022-03,-0.006386290028719268,0.006224299496769373,-2.052321213699296e-05,668854.25,-13.727037661479322,0.00011389599506129366,-7.618097651211158e-07,-0.006386290028719268,-0.006386290028719268,669187.0,"[[13.0, 0.0, 0.0, 0.0, 105491.0, 563598.0, 0.0, 0.0, 0.0, 85.0], [-0.006386290028719268, -0.005125231076170403, -0.0038641721236215396, -0.0026031131710726758, -0.0013420542185238115, -8.09952659749473e-05, 0.001180063686573916, 0.002441122639122781, 0.0037021815916716445, 0.004963240544220508, 0.006224299496769373]]",64.32,371215.0,669187.0,-0.00029506590034735554,0.0001004604300166906,2022-03-01
