name,datetime,min,max,mean,count,sum,std,median,majority,minority,unique,histogram,valid_percent,masked_pixels,valid_pixels,percentile_2,percentile_98,date
World,2020-01,3.931457285943907e-06,25762.3125,77.68225313398791,45620.0,3543864.3879725286,525.3722208819746,0.39372578263282776,0.06393229216337204,3.931457285943907e-06,44936.0,"[[45336.0, 199.0, 48.0, 17.0, 10.0, 4.0, 1.0, 0.0, 3.0, 2.0], [3.931457285943907e-06, 2576.2312535383116, 5152.462503145166, 7728.69375275202, 10304.925002358876, 12881.156251965731, 15457.387501572583, 18033.618751179438, 20609.850000786293, 23186.08125039315, 25762.3125]]",70.4,19180.0,45620.0,0.002573650795966387,894.03515625,2020-01-01
World,2019-01,1.2951100870850496e-05,27670.2734375,83.19345007375144,45620.0,3795285.1923645404,543.7957223000008,0.824381947517395,0.14168959856033325,1.2951100870850496e-05,44932.0,"[[45338.0, 198.0, 49.0, 21.0, 5.0, 4.0, 0.0, 3.0, 1.0, 1.0], [1.2951100870850496e-05, 2767.0273554059904, 5534.05469786088, 8301.082040315769, 11068.109382770659, 13835.13672522555, 16602.164067680438, 19369.191410135325, 22136.21875259022, 24903.246095045106, 27670.2734375]]",70.4,19180.0,45620.0,0.005154731683433056,962.2989501953125,2019-01-01
World,2018-01,1.296802111028228e-05,26839.2890625,82.96754557502909,45620.0,3784979.429132827,538.5485939883873,0.8237943649291992,0.14187483489513397,1.296802111028228e-05,44929.0,"[[45331.0, 203.0, 47.0, 25.0, 5.0, 4.0, 0.0, 3.0, 1.0, 1.0], [1.296802111028228e-05, 2683.928917921219, 5367.857822874417, 8051.786727827615, 10735.715632780813, 13419.644537734011, 16103.57344268721, 18787.50234764041, 21471.431252593604, 24155.360157546806, 26839.2890625]]",70.4,19180.0,45620.0,0.005161468405276537,964.7322998046875,2018-01-01
World,2017-01,1.2898554814455565e-05,26291.470703125,81.16020591039889,45620.0,3702528.5936323972,528.0734453763612,0.8175948858261108,0.14111508429050446,1.2898554814455565e-05,44926.0,"[[45334.0, 201.0, 45.0, 25.0, 6.0, 3.0, 1.0, 3.0, 1.0, 1.0], [1.2898554814455565e-05, 2629.147081921199, 5258.294150943843, 7887.441219966488, 10516.588288989133, 13145.735358011778, 15774.88242703442, 18404.029496057065, 21033.17656507971, 23662.323634102355, 26291.470703125]]",70.4,19180.0,45620.0,0.00513381976634264,938.249755859375,2017-01-01
World,2016-01,1.2530588719528168e-05,26018.931640625,80.17503981069233,45620.0,3657585.316163784,523.7960814539836,0.7846674919128418,0.13331590592861176,1.2530588719528168e-05,44938.0,"[[45333.0, 198.0, 48.0, 26.0, 6.0, 3.0, 1.0, 3.0, 1.0, 1.0], [1.2530588719528168e-05, 2601.8931753400298, 5203.786338149471, 7805.679500958911, 10407.572663768353, 13009.465826577794, 15611.358989387234, 18213.252152196677, 20815.145315006117, 23417.038477815557, 26018.931640625]]",70.4,19180.0,45620.0,0.004987362772226334,931.0654907226562,2016-01-01
World,2015-01,1.1874995834659785e-05,26214.189453125,79.74716934122746,45620.0,3638065.865346797,525.0282046393835,0.7607112526893616,0.046813614666461945,1.1874995834659785e-05,44922.0,"[[45334.0, 196.0, 50.0, 25.0, 6.0, 3.0, 1.0, 3.0, 1.0, 1.0], [1.1874995834659785e-05, 2621.4189559999963, 5242.837900124997, 7864.256844249998, 10485.675788374998, 13107.094732499998, 15728.513676625, 18349.932620749998, 20971.351564875, 23592.770509, 26214.189453125]]",70.4,19180.0,45620.0,0.004726428538560867,920.5637817382812,2015-01-01
